#        T (MeV)   d\mu_e/dL_\mu  d\mu_\mu/dL_\mu  d\mu_\tau/dL_\mu  d\mu_{\nu_e}/dL_\mu  d\mu_{\nu_\mu}/dL_\mu  d\mu_{\nu_\tau}/dL_\mu   d\mu_Q/dL_\mu   d\mu_B/dL_\mu in units of T^-2
      7.2600e+03     -1.5357e-01       1.8465e+00       -1.5450e-01           3.0713e-01             2.3072e+00              3.0620e-01      4.6070e-01     -9.4878e-02
      7.2650e+03     -1.5357e-01       1.8465e+00       -1.5450e-01           3.0713e-01             2.3072e+00              3.0620e-01      4.6070e-01     -9.4873e-02
      7.2700e+03     -1.5356e-01       1.8465e+00       -1.5449e-01           3.0713e-01             2.3072e+00              3.0620e-01      4.6069e-01     -9.4868e-02
      7.2750e+03     -1.5356e-01       1.8465e+00       -1.5449e-01           3.0712e-01             2.3072e+00              3.0620e-01      4.6069e-01     -9.4863e-02
      7.2800e+03     -1.5356e-01       1.8465e+00       -1.5449e-01           3.0712e-01             2.3072e+00              3.0619e-01      4.6068e-01     -9.4858e-02
      7.2850e+03     -1.5356e-01       1.8465e+00       -1.5448e-01           3.0712e-01             2.3072e+00              3.0619e-01      4.6068e-01     -9.4853e-02
      7.2900e+03     -1.5356e-01       1.8465e+00       -1.5448e-01           3.0712e-01             2.3072e+00              3.0619e-01      4.6067e-01     -9.4848e-02
      7.2950e+03     -1.5356e-01       1.8465e+00       -1.5448e-01           3.0711e-01             2.3072e+00              3.0619e-01      4.6067e-01     -9.4843e-02
      7.3000e+03     -1.5355e-01       1.8465e+00       -1.5448e-01           3.0711e-01             2.3071e+00              3.0619e-01      4.6066e-01     -9.4838e-02
      7.3050e+03     -1.5355e-01       1.8465e+00       -1.5447e-01           3.0711e-01             2.3071e+00              3.0619e-01      4.6066e-01     -9.4833e-02
      7.3100e+03     -1.5355e-01       1.8465e+00       -1.5447e-01           3.0710e-01             2.3071e+00              3.0618e-01      4.6065e-01     -9.4828e-02
      7.3150e+03     -1.5355e-01       1.8465e+00       -1.5447e-01           3.0710e-01             2.3071e+00              3.0618e-01      4.6065e-01     -9.4823e-02
      7.3200e+03     -1.5355e-01       1.8465e+00       -1.5446e-01           3.0710e-01             2.3071e+00              3.0618e-01      4.6064e-01     -9.4818e-02
      7.3250e+03     -1.5355e-01       1.8465e+00       -1.5446e-01           3.0709e-01             2.3071e+00              3.0618e-01      4.6064e-01     -9.4813e-02
      7.3300e+03     -1.5355e-01       1.8465e+00       -1.5446e-01           3.0709e-01             2.3071e+00              3.0618e-01      4.6064e-01     -9.4809e-02
      7.3350e+03     -1.5354e-01       1.8465e+00       -1.5446e-01           3.0709e-01             2.3071e+00              3.0617e-01      4.6063e-01     -9.4804e-02
      7.3400e+03     -1.5354e-01       1.8465e+00       -1.5445e-01           3.0708e-01             2.3071e+00              3.0617e-01      4.6063e-01     -9.4799e-02
      7.3450e+03     -1.5354e-01       1.8465e+00       -1.5445e-01           3.0708e-01             2.3071e+00              3.0617e-01      4.6062e-01     -9.4794e-02
      7.3500e+03     -1.5354e-01       1.8465e+00       -1.5445e-01           3.0708e-01             2.3071e+00              3.0617e-01      4.6062e-01     -9.4789e-02
      7.3550e+03     -1.5354e-01       1.8465e+00       -1.5445e-01           3.0707e-01             2.3071e+00              3.0617e-01      4.6061e-01     -9.4784e-02
      7.3600e+03     -1.5354e-01       1.8465e+00       -1.5444e-01           3.0707e-01             2.3071e+00              3.0617e-01      4.6061e-01     -9.4779e-02
      7.3650e+03     -1.5353e-01       1.8465e+00       -1.5444e-01           3.0707e-01             2.3071e+00              3.0616e-01      4.6060e-01     -9.4774e-02
      7.3700e+03     -1.5353e-01       1.8465e+00       -1.5444e-01           3.0707e-01             2.3071e+00              3.0616e-01      4.6060e-01     -9.4770e-02
      7.3750e+03     -1.5353e-01       1.8465e+00       -1.5443e-01           3.0706e-01             2.3071e+00              3.0616e-01      4.6059e-01     -9.4765e-02
      7.3800e+03     -1.5353e-01       1.8465e+00       -1.5443e-01           3.0706e-01             2.3071e+00              3.0616e-01      4.6059e-01     -9.4760e-02
      7.3850e+03     -1.5353e-01       1.8465e+00       -1.5443e-01           3.0706e-01             2.3071e+00              3.0616e-01      4.6058e-01     -9.4755e-02
      7.3900e+03     -1.5353e-01       1.8465e+00       -1.5443e-01           3.0705e-01             2.3071e+00              3.0615e-01      4.6058e-01     -9.4750e-02
      7.3950e+03     -1.5353e-01       1.8465e+00       -1.5442e-01           3.0705e-01             2.3071e+00              3.0615e-01      4.6058e-01     -9.4746e-02
      7.4000e+03     -1.5352e-01       1.8465e+00       -1.5442e-01           3.0705e-01             2.3071e+00              3.0615e-01      4.6057e-01     -9.4741e-02
      7.4050e+03     -1.5352e-01       1.8465e+00       -1.5442e-01           3.0704e-01             2.3071e+00              3.0615e-01      4.6057e-01     -9.4736e-02
      7.4100e+03     -1.5352e-01       1.8465e+00       -1.5441e-01           3.0704e-01             2.3071e+00              3.0615e-01      4.6056e-01     -9.4731e-02
      7.4150e+03     -1.5352e-01       1.8465e+00       -1.5441e-01           3.0704e-01             2.3071e+00              3.0614e-01      4.6056e-01     -9.4727e-02
      7.4200e+03     -1.5352e-01       1.8465e+00       -1.5441e-01           3.0703e-01             2.3071e+00              3.0614e-01      4.6055e-01     -9.4722e-02
      7.4250e+03     -1.5352e-01       1.8465e+00       -1.5441e-01           3.0703e-01             2.3071e+00              3.0614e-01      4.6055e-01     -9.4717e-02
      7.4300e+03     -1.5351e-01       1.8465e+00       -1.5440e-01           3.0703e-01             2.3071e+00              3.0614e-01      4.6054e-01     -9.4712e-02
      7.4350e+03     -1.5351e-01       1.8465e+00       -1.5440e-01           3.0703e-01             2.3071e+00              3.0614e-01      4.6054e-01     -9.4708e-02
      7.4400e+03     -1.5351e-01       1.8465e+00       -1.5440e-01           3.0702e-01             2.3071e+00              3.0614e-01      4.6053e-01     -9.4703e-02
      7.4450e+03     -1.5351e-01       1.8465e+00       -1.5440e-01           3.0702e-01             2.3071e+00              3.0613e-01      4.6053e-01     -9.4698e-02
      7.4500e+03     -1.5351e-01       1.8465e+00       -1.5439e-01           3.0702e-01             2.3071e+00              3.0613e-01      4.6053e-01     -9.4694e-02
      7.4550e+03     -1.5351e-01       1.8465e+00       -1.5439e-01           3.0701e-01             2.3071e+00              3.0613e-01      4.6052e-01     -9.4689e-02
      7.4600e+03     -1.5351e-01       1.8465e+00       -1.5439e-01           3.0701e-01             2.3070e+00              3.0613e-01      4.6052e-01     -9.4684e-02
      7.4650e+03     -1.5350e-01       1.8465e+00       -1.5438e-01           3.0701e-01             2.3070e+00              3.0613e-01      4.6051e-01     -9.4680e-02
      7.4700e+03     -1.5350e-01       1.8465e+00       -1.5438e-01           3.0700e-01             2.3070e+00              3.0612e-01      4.6051e-01     -9.4675e-02
      7.4750e+03     -1.5350e-01       1.8465e+00       -1.5438e-01           3.0700e-01             2.3070e+00              3.0612e-01      4.6050e-01     -9.4670e-02
      7.4800e+03     -1.5350e-01       1.8465e+00       -1.5438e-01           3.0700e-01             2.3070e+00              3.0612e-01      4.6050e-01     -9.4666e-02
      7.4850e+03     -1.5350e-01       1.8465e+00       -1.5437e-01           3.0700e-01             2.3070e+00              3.0612e-01      4.6049e-01     -9.4661e-02
      7.4900e+03     -1.5350e-01       1.8465e+00       -1.5437e-01           3.0699e-01             2.3070e+00              3.0612e-01      4.6049e-01     -9.4656e-02
      7.4950e+03     -1.5349e-01       1.8465e+00       -1.5437e-01           3.0699e-01             2.3070e+00              3.0612e-01      4.6048e-01     -9.4652e-02
      7.5000e+03     -1.5349e-01       1.8465e+00       -1.5437e-01           3.0699e-01             2.3070e+00              3.0611e-01      4.6048e-01     -9.4647e-02
      7.5050e+03     -1.5349e-01       1.8465e+00       -1.5436e-01           3.0698e-01             2.3070e+00              3.0611e-01      4.6048e-01     -9.4643e-02
      7.5100e+03     -1.5349e-01       1.8465e+00       -1.5436e-01           3.0698e-01             2.3070e+00              3.0611e-01      4.6047e-01     -9.4638e-02
      7.5150e+03     -1.5349e-01       1.8465e+00       -1.5436e-01           3.0698e-01             2.3070e+00              3.0611e-01      4.6047e-01     -9.4633e-02
      7.5200e+03     -1.5349e-01       1.8465e+00       -1.5436e-01           3.0698e-01             2.3070e+00              3.0611e-01      4.6046e-01     -9.4629e-02
      7.5250e+03     -1.5349e-01       1.8466e+00       -1.5435e-01           3.0697e-01             2.3070e+00              3.0611e-01      4.6046e-01     -9.4624e-02
      7.5300e+03     -1.5348e-01       1.8466e+00       -1.5435e-01           3.0697e-01             2.3070e+00              3.0610e-01      4.6045e-01     -9.4620e-02
      7.5350e+03     -1.5348e-01       1.8466e+00       -1.5435e-01           3.0697e-01             2.3070e+00              3.0610e-01      4.6045e-01     -9.4615e-02
      7.5400e+03     -1.5348e-01       1.8466e+00       -1.5435e-01           3.0696e-01             2.3070e+00              3.0610e-01      4.6045e-01     -9.4611e-02
      7.5450e+03     -1.5348e-01       1.8466e+00       -1.5434e-01           3.0696e-01             2.3070e+00              3.0610e-01      4.6044e-01     -9.4606e-02
      7.5500e+03     -1.5348e-01       1.8466e+00       -1.5434e-01           3.0696e-01             2.3070e+00              3.0610e-01      4.6044e-01     -9.4602e-02
      7.5550e+03     -1.5348e-01       1.8466e+00       -1.5434e-01           3.0695e-01             2.3070e+00              3.0609e-01      4.6043e-01     -9.4597e-02
      7.5600e+03     -1.5348e-01       1.8466e+00       -1.5433e-01           3.0695e-01             2.3070e+00              3.0609e-01      4.6043e-01     -9.4593e-02
      7.5650e+03     -1.5347e-01       1.8466e+00       -1.5433e-01           3.0695e-01             2.3070e+00              3.0609e-01      4.6042e-01     -9.4588e-02
      7.5700e+03     -1.5347e-01       1.8466e+00       -1.5433e-01           3.0695e-01             2.3070e+00              3.0609e-01      4.6042e-01     -9.4584e-02
      7.5750e+03     -1.5347e-01       1.8466e+00       -1.5433e-01           3.0694e-01             2.3070e+00              3.0609e-01      4.6041e-01     -9.4579e-02
      7.5800e+03     -1.5347e-01       1.8466e+00       -1.5432e-01           3.0694e-01             2.3070e+00              3.0609e-01      4.6041e-01     -9.4575e-02
      7.5850e+03     -1.5347e-01       1.8466e+00       -1.5432e-01           3.0694e-01             2.3070e+00              3.0608e-01      4.6041e-01     -9.4570e-02
      7.5900e+03     -1.5347e-01       1.8466e+00       -1.5432e-01           3.0693e-01             2.3070e+00              3.0608e-01      4.6040e-01     -9.4566e-02
      7.5950e+03     -1.5347e-01       1.8466e+00       -1.5432e-01           3.0693e-01             2.3070e+00              3.0608e-01      4.6040e-01     -9.4561e-02
      7.6000e+03     -1.5346e-01       1.8466e+00       -1.5431e-01           3.0693e-01             2.3070e+00              3.0608e-01      4.6039e-01     -9.4557e-02
      7.6050e+03     -1.5346e-01       1.8466e+00       -1.5431e-01           3.0693e-01             2.3070e+00              3.0608e-01      4.6039e-01     -9.4553e-02
      7.6100e+03     -1.5346e-01       1.8466e+00       -1.5431e-01           3.0692e-01             2.3070e+00              3.0608e-01      4.6038e-01     -9.4548e-02
      7.6150e+03     -1.5346e-01       1.8466e+00       -1.5431e-01           3.0692e-01             2.3070e+00              3.0607e-01      4.6038e-01     -9.4544e-02
      7.6200e+03     -1.5346e-01       1.8466e+00       -1.5430e-01           3.0692e-01             2.3070e+00              3.0607e-01      4.6038e-01     -9.4539e-02
      7.6250e+03     -1.5346e-01       1.8466e+00       -1.5430e-01           3.0691e-01             2.3070e+00              3.0607e-01      4.6037e-01     -9.4535e-02
      7.6300e+03     -1.5346e-01       1.8466e+00       -1.5430e-01           3.0691e-01             2.3069e+00              3.0607e-01      4.6037e-01     -9.4531e-02
      7.6350e+03     -1.5345e-01       1.8466e+00       -1.5430e-01           3.0691e-01             2.3069e+00              3.0607e-01      4.6036e-01     -9.4526e-02
      7.6400e+03     -1.5345e-01       1.8466e+00       -1.5429e-01           3.0691e-01             2.3069e+00              3.0606e-01      4.6036e-01     -9.4522e-02
      7.6450e+03     -1.5345e-01       1.8466e+00       -1.5429e-01           3.0690e-01             2.3069e+00              3.0606e-01      4.6035e-01     -9.4518e-02
      7.6500e+03     -1.5345e-01       1.8466e+00       -1.5429e-01           3.0690e-01             2.3069e+00              3.0606e-01      4.6035e-01     -9.4513e-02
      7.6550e+03     -1.5345e-01       1.8466e+00       -1.5429e-01           3.0690e-01             2.3069e+00              3.0606e-01      4.6035e-01     -9.4509e-02
      7.6600e+03     -1.5345e-01       1.8466e+00       -1.5428e-01           3.0689e-01             2.3069e+00              3.0606e-01      4.6034e-01     -9.4505e-02
      7.6650e+03     -1.5345e-01       1.8466e+00       -1.5428e-01           3.0689e-01             2.3069e+00              3.0606e-01      4.6034e-01     -9.4500e-02
      7.6700e+03     -1.5344e-01       1.8466e+00       -1.5428e-01           3.0689e-01             2.3069e+00              3.0605e-01      4.6033e-01     -9.4496e-02
      7.6750e+03     -1.5344e-01       1.8466e+00       -1.5428e-01           3.0689e-01             2.3069e+00              3.0605e-01      4.6033e-01     -9.4492e-02
      7.6800e+03     -1.5344e-01       1.8466e+00       -1.5427e-01           3.0688e-01             2.3069e+00              3.0605e-01      4.6032e-01     -9.4488e-02
      7.6850e+03     -1.5344e-01       1.8466e+00       -1.5427e-01           3.0688e-01             2.3069e+00              3.0605e-01      4.6032e-01     -9.4483e-02
      7.6900e+03     -1.5344e-01       1.8466e+00       -1.5427e-01           3.0688e-01             2.3069e+00              3.0605e-01      4.6032e-01     -9.4479e-02
      7.6950e+03     -1.5344e-01       1.8466e+00       -1.5427e-01           3.0687e-01             2.3069e+00              3.0605e-01      4.6031e-01     -9.4475e-02
      7.7000e+03     -1.5344e-01       1.8466e+00       -1.5426e-01           3.0687e-01             2.3069e+00              3.0604e-01      4.6031e-01     -9.4470e-02
      7.7050e+03     -1.5343e-01       1.8466e+00       -1.5426e-01           3.0687e-01             2.3069e+00              3.0604e-01      4.6030e-01     -9.4466e-02
      7.7100e+03     -1.5343e-01       1.8466e+00       -1.5426e-01           3.0687e-01             2.3069e+00              3.0604e-01      4.6030e-01     -9.4462e-02
      7.7150e+03     -1.5343e-01       1.8466e+00       -1.5426e-01           3.0686e-01             2.3069e+00              3.0604e-01      4.6030e-01     -9.4458e-02
      7.7200e+03     -1.5343e-01       1.8466e+00       -1.5425e-01           3.0686e-01             2.3069e+00              3.0604e-01      4.6029e-01     -9.4454e-02
      7.7250e+03     -1.5343e-01       1.8466e+00       -1.5425e-01           3.0686e-01             2.3069e+00              3.0604e-01      4.6029e-01     -9.4449e-02
      7.7300e+03     -1.5343e-01       1.8466e+00       -1.5425e-01           3.0686e-01             2.3069e+00              3.0603e-01      4.6028e-01     -9.4445e-02
      7.7350e+03     -1.5343e-01       1.8466e+00       -1.5425e-01           3.0685e-01             2.3069e+00              3.0603e-01      4.6028e-01     -9.4441e-02
      7.7400e+03     -1.5342e-01       1.8466e+00       -1.5424e-01           3.0685e-01             2.3069e+00              3.0603e-01      4.6027e-01     -9.4437e-02
      7.7450e+03     -1.5342e-01       1.8466e+00       -1.5424e-01           3.0685e-01             2.3069e+00              3.0603e-01      4.6027e-01     -9.4433e-02
      7.7500e+03     -1.5342e-01       1.8466e+00       -1.5424e-01           3.0684e-01             2.3069e+00              3.0603e-01      4.6027e-01     -9.4428e-02
      7.7550e+03     -1.5342e-01       1.8466e+00       -1.5424e-01           3.0684e-01             2.3069e+00              3.0603e-01      4.6026e-01     -9.4424e-02
      7.7600e+03     -1.5342e-01       1.8466e+00       -1.5423e-01           3.0684e-01             2.3069e+00              3.0602e-01      4.6026e-01     -9.4420e-02
      7.7650e+03     -1.5342e-01       1.8466e+00       -1.5423e-01           3.0684e-01             2.3069e+00              3.0602e-01      4.6025e-01     -9.4416e-02
      7.7700e+03     -1.5342e-01       1.8466e+00       -1.5423e-01           3.0683e-01             2.3069e+00              3.0602e-01      4.6025e-01     -9.4412e-02
      7.7750e+03     -1.5342e-01       1.8466e+00       -1.5423e-01           3.0683e-01             2.3069e+00              3.0602e-01      4.6025e-01     -9.4408e-02
      7.7800e+03     -1.5341e-01       1.8466e+00       -1.5422e-01           3.0683e-01             2.3069e+00              3.0602e-01      4.6024e-01     -9.4404e-02
      7.7850e+03     -1.5341e-01       1.8466e+00       -1.5422e-01           3.0682e-01             2.3069e+00              3.0602e-01      4.6024e-01     -9.4400e-02
      7.7900e+03     -1.5341e-01       1.8466e+00       -1.5422e-01           3.0682e-01             2.3069e+00              3.0601e-01      4.6023e-01     -9.4395e-02
      7.7950e+03     -1.5341e-01       1.8466e+00       -1.5422e-01           3.0682e-01             2.3069e+00              3.0601e-01      4.6023e-01     -9.4391e-02
      7.8000e+03     -1.5341e-01       1.8466e+00       -1.5421e-01           3.0682e-01             2.3069e+00              3.0601e-01      4.6023e-01     -9.4387e-02
      7.8050e+03     -1.5341e-01       1.8466e+00       -1.5421e-01           3.0681e-01             2.3068e+00              3.0601e-01      4.6022e-01     -9.4383e-02
      7.8100e+03     -1.5341e-01       1.8466e+00       -1.5421e-01           3.0681e-01             2.3068e+00              3.0601e-01      4.6022e-01     -9.4379e-02
      7.8150e+03     -1.5340e-01       1.8466e+00       -1.5421e-01           3.0681e-01             2.3068e+00              3.0601e-01      4.6021e-01     -9.4375e-02
      7.8200e+03     -1.5340e-01       1.8466e+00       -1.5421e-01           3.0681e-01             2.3068e+00              3.0600e-01      4.6021e-01     -9.4371e-02
      7.8250e+03     -1.5340e-01       1.8466e+00       -1.5420e-01           3.0680e-01             2.3068e+00              3.0600e-01      4.6020e-01     -9.4367e-02
      7.8300e+03     -1.5340e-01       1.8466e+00       -1.5420e-01           3.0680e-01             2.3068e+00              3.0600e-01      4.6020e-01     -9.4363e-02
      7.8350e+03     -1.5340e-01       1.8466e+00       -1.5420e-01           3.0680e-01             2.3068e+00              3.0600e-01      4.6020e-01     -9.4359e-02
      7.8400e+03     -1.5340e-01       1.8466e+00       -1.5420e-01           3.0680e-01             2.3068e+00              3.0600e-01      4.6019e-01     -9.4355e-02
      7.8450e+03     -1.5340e-01       1.8466e+00       -1.5419e-01           3.0679e-01             2.3068e+00              3.0600e-01      4.6019e-01     -9.4351e-02
      7.8500e+03     -1.5339e-01       1.8466e+00       -1.5419e-01           3.0679e-01             2.3068e+00              3.0599e-01      4.6018e-01     -9.4347e-02
      7.8550e+03     -1.5339e-01       1.8466e+00       -1.5419e-01           3.0679e-01             2.3068e+00              3.0599e-01      4.6018e-01     -9.4343e-02
      7.8600e+03     -1.5339e-01       1.8466e+00       -1.5419e-01           3.0678e-01             2.3068e+00              3.0599e-01      4.6018e-01     -9.4339e-02
      7.8650e+03     -1.5339e-01       1.8466e+00       -1.5418e-01           3.0678e-01             2.3068e+00              3.0599e-01      4.6017e-01     -9.4335e-02
      7.8700e+03     -1.5339e-01       1.8466e+00       -1.5418e-01           3.0678e-01             2.3068e+00              3.0599e-01      4.6017e-01     -9.4331e-02
      7.8750e+03     -1.5339e-01       1.8466e+00       -1.5418e-01           3.0678e-01             2.3068e+00              3.0599e-01      4.6016e-01     -9.4327e-02
      7.8800e+03     -1.5339e-01       1.8466e+00       -1.5418e-01           3.0677e-01             2.3068e+00              3.0598e-01      4.6016e-01     -9.4323e-02
      7.8850e+03     -1.5339e-01       1.8466e+00       -1.5417e-01           3.0677e-01             2.3068e+00              3.0598e-01      4.6016e-01     -9.4319e-02
      7.8900e+03     -1.5338e-01       1.8466e+00       -1.5417e-01           3.0677e-01             2.3068e+00              3.0598e-01      4.6015e-01     -9.4315e-02
      7.8950e+03     -1.5338e-01       1.8467e+00       -1.5417e-01           3.0677e-01             2.3068e+00              3.0598e-01      4.6015e-01     -9.4311e-02
      7.9000e+03     -1.5338e-01       1.8467e+00       -1.5417e-01           3.0676e-01             2.3068e+00              3.0598e-01      4.6014e-01     -9.4307e-02
      7.9050e+03     -1.5338e-01       1.8467e+00       -1.5417e-01           3.0676e-01             2.3068e+00              3.0598e-01      4.6014e-01     -9.4303e-02
      7.9100e+03     -1.5338e-01       1.8467e+00       -1.5416e-01           3.0676e-01             2.3068e+00              3.0597e-01      4.6014e-01     -9.4299e-02
      7.9150e+03     -1.5338e-01       1.8467e+00       -1.5416e-01           3.0676e-01             2.3068e+00              3.0597e-01      4.6013e-01     -9.4295e-02
      7.9200e+03     -1.5338e-01       1.8467e+00       -1.5416e-01           3.0675e-01             2.3068e+00              3.0597e-01      4.6013e-01     -9.4291e-02
      7.9250e+03     -1.5338e-01       1.8467e+00       -1.5416e-01           3.0675e-01             2.3068e+00              3.0597e-01      4.6013e-01     -9.4288e-02
      7.9300e+03     -1.5337e-01       1.8467e+00       -1.5415e-01           3.0675e-01             2.3068e+00              3.0597e-01      4.6012e-01     -9.4284e-02
      7.9350e+03     -1.5337e-01       1.8467e+00       -1.5415e-01           3.0674e-01             2.3068e+00              3.0597e-01      4.6012e-01     -9.4280e-02
      7.9400e+03     -1.5337e-01       1.8467e+00       -1.5415e-01           3.0674e-01             2.3068e+00              3.0596e-01      4.6011e-01     -9.4276e-02
      7.9450e+03     -1.5337e-01       1.8467e+00       -1.5415e-01           3.0674e-01             2.3068e+00              3.0596e-01      4.6011e-01     -9.4272e-02
      7.9500e+03     -1.5337e-01       1.8467e+00       -1.5414e-01           3.0674e-01             2.3068e+00              3.0596e-01      4.6011e-01     -9.4268e-02
      7.9550e+03     -1.5337e-01       1.8467e+00       -1.5414e-01           3.0673e-01             2.3068e+00              3.0596e-01      4.6010e-01     -9.4264e-02
      7.9600e+03     -1.5337e-01       1.8467e+00       -1.5414e-01           3.0673e-01             2.3068e+00              3.0596e-01      4.6010e-01     -9.4260e-02
      7.9650e+03     -1.5336e-01       1.8467e+00       -1.5414e-01           3.0673e-01             2.3068e+00              3.0596e-01      4.6009e-01     -9.4257e-02
      7.9700e+03     -1.5336e-01       1.8467e+00       -1.5414e-01           3.0673e-01             2.3068e+00              3.0595e-01      4.6009e-01     -9.4253e-02
      7.9750e+03     -1.5336e-01       1.8467e+00       -1.5413e-01           3.0672e-01             2.3068e+00              3.0595e-01      4.6009e-01     -9.4249e-02
      7.9800e+03     -1.5336e-01       1.8467e+00       -1.5413e-01           3.0672e-01             2.3068e+00              3.0595e-01      4.6008e-01     -9.4245e-02
      7.9850e+03     -1.5336e-01       1.8467e+00       -1.5413e-01           3.0672e-01             2.3068e+00              3.0595e-01      4.6008e-01     -9.4241e-02
      7.9900e+03     -1.5336e-01       1.8467e+00       -1.5413e-01           3.0672e-01             2.3067e+00              3.0595e-01      4.6007e-01     -9.4237e-02
      7.9950e+03     -1.5336e-01       1.8467e+00       -1.5412e-01           3.0671e-01             2.3067e+00              3.0595e-01      4.6007e-01     -9.4234e-02
      8.0000e+03     -1.5336e-01       1.8467e+00       -1.5412e-01           3.0671e-01             2.3067e+00              3.0594e-01      4.6007e-01     -9.4230e-02
      8.0050e+03     -1.5335e-01       1.8467e+00       -1.5412e-01           3.0671e-01             2.3067e+00              3.0594e-01      4.6006e-01     -9.4226e-02
      8.0100e+03     -1.5335e-01       1.8467e+00       -1.5412e-01           3.0671e-01             2.3067e+00              3.0594e-01      4.6006e-01     -9.4222e-02
      8.0150e+03     -1.5335e-01       1.8467e+00       -1.5412e-01           3.0670e-01             2.3067e+00              3.0594e-01      4.6006e-01     -9.4219e-02
      8.0200e+03     -1.5335e-01       1.8467e+00       -1.5411e-01           3.0670e-01             2.3067e+00              3.0594e-01      4.6005e-01     -9.4215e-02
      8.0250e+03     -1.5335e-01       1.8467e+00       -1.5411e-01           3.0670e-01             2.3067e+00              3.0594e-01      4.6005e-01     -9.4211e-02
      8.0300e+03     -1.5335e-01       1.8467e+00       -1.5411e-01           3.0670e-01             2.3067e+00              3.0594e-01      4.6004e-01     -9.4207e-02
      8.0350e+03     -1.5335e-01       1.8467e+00       -1.5411e-01           3.0669e-01             2.3067e+00              3.0593e-01      4.6004e-01     -9.4204e-02
      8.0400e+03     -1.5335e-01       1.8467e+00       -1.5410e-01           3.0669e-01             2.3067e+00              3.0593e-01      4.6004e-01     -9.4200e-02
      8.0450e+03     -1.5334e-01       1.8467e+00       -1.5410e-01           3.0669e-01             2.3067e+00              3.0593e-01      4.6003e-01     -9.4196e-02
      8.0500e+03     -1.5334e-01       1.8467e+00       -1.5410e-01           3.0669e-01             2.3067e+00              3.0593e-01      4.6003e-01     -9.4192e-02
      8.0550e+03     -1.5334e-01       1.8467e+00       -1.5410e-01           3.0668e-01             2.3067e+00              3.0593e-01      4.6002e-01     -9.4189e-02
      8.0600e+03     -1.5334e-01       1.8467e+00       -1.5410e-01           3.0668e-01             2.3067e+00              3.0593e-01      4.6002e-01     -9.4185e-02
      8.0650e+03     -1.5334e-01       1.8467e+00       -1.5409e-01           3.0668e-01             2.3067e+00              3.0592e-01      4.6002e-01     -9.4181e-02
      8.0700e+03     -1.5334e-01       1.8467e+00       -1.5409e-01           3.0668e-01             2.3067e+00              3.0592e-01      4.6001e-01     -9.4178e-02
      8.0750e+03     -1.5334e-01       1.8467e+00       -1.5409e-01           3.0667e-01             2.3067e+00              3.0592e-01      4.6001e-01     -9.4174e-02
      8.0800e+03     -1.5334e-01       1.8467e+00       -1.5409e-01           3.0667e-01             2.3067e+00              3.0592e-01      4.6001e-01     -9.4170e-02
      8.0850e+03     -1.5333e-01       1.8467e+00       -1.5408e-01           3.0667e-01             2.3067e+00              3.0592e-01      4.6000e-01     -9.4166e-02
      8.0900e+03     -1.5333e-01       1.8467e+00       -1.5408e-01           3.0667e-01             2.3067e+00              3.0592e-01      4.6000e-01     -9.4163e-02
      8.0950e+03     -1.5333e-01       1.8467e+00       -1.5408e-01           3.0666e-01             2.3067e+00              3.0591e-01      4.5999e-01     -9.4159e-02
      8.1000e+03     -1.5333e-01       1.8467e+00       -1.5408e-01           3.0666e-01             2.3067e+00              3.0591e-01      4.5999e-01     -9.4155e-02
      8.1050e+03     -1.5333e-01       1.8467e+00       -1.5408e-01           3.0666e-01             2.3067e+00              3.0591e-01      4.5999e-01     -9.4152e-02
      8.1100e+03     -1.5333e-01       1.8467e+00       -1.5407e-01           3.0666e-01             2.3067e+00              3.0591e-01      4.5998e-01     -9.4148e-02
      8.1150e+03     -1.5333e-01       1.8467e+00       -1.5407e-01           3.0665e-01             2.3067e+00              3.0591e-01      4.5998e-01     -9.4145e-02
      8.1200e+03     -1.5333e-01       1.8467e+00       -1.5407e-01           3.0665e-01             2.3067e+00              3.0591e-01      4.5998e-01     -9.4141e-02
      8.1250e+03     -1.5332e-01       1.8467e+00       -1.5407e-01           3.0665e-01             2.3067e+00              3.0591e-01      4.5997e-01     -9.4137e-02
      8.1300e+03     -1.5332e-01       1.8467e+00       -1.5406e-01           3.0665e-01             2.3067e+00              3.0590e-01      4.5997e-01     -9.4134e-02
      8.1350e+03     -1.5332e-01       1.8467e+00       -1.5406e-01           3.0664e-01             2.3067e+00              3.0590e-01      4.5996e-01     -9.4130e-02
      8.1400e+03     -1.5332e-01       1.8467e+00       -1.5406e-01           3.0664e-01             2.3067e+00              3.0590e-01      4.5996e-01     -9.4127e-02
      8.1450e+03     -1.5332e-01       1.8467e+00       -1.5406e-01           3.0664e-01             2.3067e+00              3.0590e-01      4.5996e-01     -9.4123e-02
      8.1500e+03     -1.5332e-01       1.8467e+00       -1.5406e-01           3.0664e-01             2.3067e+00              3.0590e-01      4.5995e-01     -9.4119e-02
      8.1550e+03     -1.5332e-01       1.8467e+00       -1.5405e-01           3.0663e-01             2.3067e+00              3.0590e-01      4.5995e-01     -9.4116e-02
      8.1600e+03     -1.5332e-01       1.8467e+00       -1.5405e-01           3.0663e-01             2.3067e+00              3.0589e-01      4.5995e-01     -9.4112e-02
      8.1650e+03     -1.5331e-01       1.8467e+00       -1.5405e-01           3.0663e-01             2.3067e+00              3.0589e-01      4.5994e-01     -9.4109e-02
