#        T (MeV)     d\mu_e/dL_e   d\mu_\mu/dL_e  d\mu_\tau/dL_e  d\mu_{\nu_e}/dL_e   d\mu_{\nu_\mu}/dL_e  d\mu_{\nu_\tau}/dL_e     d\mu_Q/dL_e     d\mu_B/dL_e in units of T^-2
      5.7200e+03      1.8458e+00     -1.5423e-01     -1.5573e-01         2.3084e+00            3.0844e-01            3.0694e-01      4.6267e-01     -9.7130e-02
      5.7250e+03      1.8458e+00     -1.5422e-01     -1.5572e-01         2.3084e+00            3.0843e-01            3.0693e-01      4.6266e-01     -9.7119e-02
      5.7300e+03      1.8458e+00     -1.5422e-01     -1.5572e-01         2.3084e+00            3.0843e-01            3.0693e-01      4.6265e-01     -9.7109e-02
      5.7350e+03      1.8458e+00     -1.5422e-01     -1.5571e-01         2.3084e+00            3.0842e-01            3.0693e-01      4.6264e-01     -9.7099e-02
      5.7400e+03      1.8458e+00     -1.5422e-01     -1.5571e-01         2.3084e+00            3.0842e-01            3.0692e-01      4.6263e-01     -9.7088e-02
      5.7450e+03      1.8458e+00     -1.5421e-01     -1.5570e-01         2.3084e+00            3.0841e-01            3.0692e-01      4.6262e-01     -9.7078e-02
      5.7500e+03      1.8458e+00     -1.5421e-01     -1.5570e-01         2.3084e+00            3.0840e-01            3.0692e-01      4.6261e-01     -9.7068e-02
      5.7550e+03      1.8458e+00     -1.5421e-01     -1.5569e-01         2.3084e+00            3.0840e-01            3.0692e-01      4.6261e-01     -9.7058e-02
      5.7600e+03      1.8458e+00     -1.5420e-01     -1.5569e-01         2.3084e+00            3.0839e-01            3.0691e-01      4.6260e-01     -9.7047e-02
      5.7650e+03      1.8458e+00     -1.5420e-01     -1.5568e-01         2.3084e+00            3.0839e-01            3.0691e-01      4.6259e-01     -9.7037e-02
      5.7700e+03      1.8458e+00     -1.5420e-01     -1.5567e-01         2.3084e+00            3.0838e-01            3.0691e-01      4.6258e-01     -9.7027e-02
      5.7750e+03      1.8458e+00     -1.5420e-01     -1.5567e-01         2.3084e+00            3.0838e-01            3.0690e-01      4.6257e-01     -9.7017e-02
      5.7800e+03      1.8458e+00     -1.5419e-01     -1.5566e-01         2.3084e+00            3.0837e-01            3.0690e-01      4.6257e-01     -9.7007e-02
      5.7850e+03      1.8458e+00     -1.5419e-01     -1.5566e-01         2.3084e+00            3.0837e-01            3.0690e-01      4.6256e-01     -9.6997e-02
      5.7900e+03      1.8458e+00     -1.5419e-01     -1.5565e-01         2.3084e+00            3.0836e-01            3.0690e-01      4.6255e-01     -9.6987e-02
      5.7950e+03      1.8458e+00     -1.5419e-01     -1.5565e-01         2.3084e+00            3.0836e-01            3.0689e-01      4.6254e-01     -9.6977e-02
      5.8000e+03      1.8458e+00     -1.5418e-01     -1.5564e-01         2.3084e+00            3.0835e-01            3.0689e-01      4.6253e-01     -9.6967e-02
      5.8050e+03      1.8458e+00     -1.5418e-01     -1.5564e-01         2.3083e+00            3.0834e-01            3.0689e-01      4.6252e-01     -9.6957e-02
      5.8100e+03      1.8458e+00     -1.5418e-01     -1.5563e-01         2.3083e+00            3.0834e-01            3.0688e-01      4.6252e-01     -9.6947e-02
      5.8150e+03      1.8458e+00     -1.5417e-01     -1.5563e-01         2.3083e+00            3.0833e-01            3.0688e-01      4.6251e-01     -9.6937e-02
      5.8200e+03      1.8458e+00     -1.5417e-01     -1.5562e-01         2.3083e+00            3.0833e-01            3.0688e-01      4.6250e-01     -9.6927e-02
      5.8250e+03      1.8458e+00     -1.5417e-01     -1.5562e-01         2.3083e+00            3.0832e-01            3.0687e-01      4.6249e-01     -9.6917e-02
      5.8300e+03      1.8458e+00     -1.5417e-01     -1.5561e-01         2.3083e+00            3.0832e-01            3.0687e-01      4.6248e-01     -9.6907e-02
      5.8350e+03      1.8458e+00     -1.5416e-01     -1.5561e-01         2.3083e+00            3.0831e-01            3.0687e-01      4.6248e-01     -9.6898e-02
      5.8400e+03      1.8458e+00     -1.5416e-01     -1.5560e-01         2.3083e+00            3.0831e-01            3.0687e-01      4.6247e-01     -9.6888e-02
      5.8450e+03      1.8458e+00     -1.5416e-01     -1.5560e-01         2.3083e+00            3.0830e-01            3.0686e-01      4.6246e-01     -9.6878e-02
      5.8500e+03      1.8458e+00     -1.5416e-01     -1.5559e-01         2.3083e+00            3.0830e-01            3.0686e-01      4.6245e-01     -9.6868e-02
      5.8550e+03      1.8459e+00     -1.5415e-01     -1.5559e-01         2.3083e+00            3.0829e-01            3.0686e-01      4.6244e-01     -9.6859e-02
      5.8600e+03      1.8459e+00     -1.5415e-01     -1.5558e-01         2.3083e+00            3.0829e-01            3.0685e-01      4.6244e-01     -9.6849e-02
      5.8650e+03      1.8459e+00     -1.5415e-01     -1.5558e-01         2.3083e+00            3.0828e-01            3.0685e-01      4.6243e-01     -9.6839e-02
      5.8700e+03      1.8459e+00     -1.5414e-01     -1.5557e-01         2.3083e+00            3.0827e-01            3.0685e-01      4.6242e-01     -9.6830e-02
      5.8750e+03      1.8459e+00     -1.5414e-01     -1.5557e-01         2.3083e+00            3.0827e-01            3.0685e-01      4.6241e-01     -9.6820e-02
      5.8800e+03      1.8459e+00     -1.5414e-01     -1.5556e-01         2.3083e+00            3.0826e-01            3.0684e-01      4.6240e-01     -9.6810e-02
